"81944","COMM 481","01","Policy Debate Practicum","Y","","","SI","","1","TBA","TBA","Fredericksburg","WMST","28","Brovero A",""
"87813","COMM 483","01","Commun Consulting Practicum","Y","","","","","1","TBA","TBA","Fredericksburg","HCC","TBA","Rao P",""
"85621","CPRD 104","01","Meditation Contemplative Pract","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","B39","Hirshberg D",""
"85622","CPRD 104","02","Meditation Contemplative Pract","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","B39","Ambuel D",""
"84911","CPSC 106","01","Digital Storytelling","","","","","","3","TBA","TBA","Fredericksburg","ON","LINE","Bond P",""
"84912","CPSC 106","02","Digital Storytelling","","","","","","3","6:00 pm-8:00 pm","M","Fredericksburg","TRIN","B6","Dean A",""
"84908","CPSC 110","01","Intro to Computer Science","","","","","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","B6","Polack J",""
"80417","CPSC 110","02","Intro to Computer Science","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","B7","Finlayson I",""
"80418","CPSC 110","03","Intro to Computer Science","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","B7","Jennings D",""
"80419","CPSC 110","04","Intro to Computer Science","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","B7","Jennings D",""
"84688","CPSC 110","05","Intro to Computer Science","","","","","","3","6:00 pm-8:45 pm","W","Fredericksburg","TRIN","B52","Staff A",""
"86170","CPSC 110","06","Intro to Computer Science","","","","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","TRIN","B52","Taft R",""
"87164","CPSC 110","07","Intro to Computer Science","","","","","","3","7:00 pm-8:15 pm","TR","Fredericksburg","TRIN","B6","Kemmey W",""
"80425","CPSC 220","01","Comp Progr & Problem Solving","","","Y","","","4","10:00 am-11:50 am","MW","Fredericksburg","TRIN","B52","Self J",""
"80426","CPSC 220","02","Comp Progr & Problem Solving","","","Y","","","4","2:00 pm-3:50 pm","MW","Fredericksburg","TRIN","B52","Self J",""
"84350","CPSC 220","03","Comp Progr & Problem Solving","","","Y","","","4","6:00 pm-8:45 pm","M","Fredericksburg","TRIN","B52","Foster G",""
"87882","CPSC 220","04","Comp Progr & Problem Solving","","","Y","","","4","2:00 pm-3:50 pm","TR","Fredericksburg","TRIN","B52","Cooper E",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"85762","CPSC 225","01","Software Development Tools","","","Y","","","1","TBA","TBA","Fredericksburg","ON","LINE","Finlayson I",""
"85660","CPSC 240","01","Obj-Oriented Analysis & Design","","","Y","WI","","4","11:00 am-12:50 pm","MW","Fredericksburg","TRIN","B6","Ravishankar V",""
"85661","CPSC 240","02","Obj-Oriented Analysis & Design","","","Y","WI","","4","2:00 pm-3:50 pm","MW","Fredericksburg","TRIN","B6","Ravishankar V",""
"86731","CPSC 240","03","Obj-Oriented Analysis & Design","","","Y","WI","","4","9:00 am-10:50 am","TR","Fredericksburg","TRIN","B7","Finlayson I",""
"86732","CPSC 284","01","Applied Discrete Mathematics","","","Y","","","4","9:00 am-10:50 am9:00 am-9:50 am","FMW","Fredericksburg","TRINTRIN","B52B52","Anewalt K",""
"86733","CPSC 284","02","Applied Discrete Mathematics","","","Y","","","4","12:00 pm-1:50 pm12:00 pm-12:50 pm","FMW","Fredericksburg","TRINTRIN","B52B52","Anewalt K",""
"86734","CPSC 305","01","Comp Sys & Architecture","Y","","Y","","","4","8:00 am-9:50 am","TR","Fredericksburg","TRIN","B52","Cooper E",""
"86735","CPSC 305","02","Comp Sys & Architecture","","","Y","","","4","11:00 am-12:50 pm","TR","Fredericksburg","TRIN","B52","Cooper E",""
"87682","CPSC 318","01","System and Network Administrat","","","Y","","","4","6:00 pm-8:45 pm","R","Fredericksburg","TRIN","B7","Allwine KPeck J",""
"80430","CPSC 326","01","Theory of Computation","","","Y","","","4","11:00 am-12:50 pm","MW","Fredericksburg","TRIN","138","Marshall A",""
"86173","CPSC 340","01","Data Structures and Algorithms","","","Y","","","4","10:00 am-11:50 am","TR","Fredericksburg","TRIN","B6","Polack J",""
"87683","CPSC 345","01","Intro to Computer Security","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","TRIN","B7","Ravishankar V",""
"86175","CPSC 350","01","Applications of Databases","","","Y","","","4","9:00 am-10:50 am","MW","Fredericksburg","HCC","327","Zacharski R",""
"86176","CPSC 350","02","Applications of Databases","","","Y","","","4","2:00 pm-3:50 pm","MW","Fredericksburg","HCC","327","Zacharski R",""
"80434","CPSC 405","01","Operating Sys & Programming","","","Y","","","4","9:30 am-11:20 am","TR","Fredericksburg","HCC","327","Zacharski R",""
"87684","CPSC 415","01","Artificial Intelligence","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","TRIN","B6","Davies S",""
"81397","CPSC 430","01","Software Engineering","Y","","Y","SI,WI","","4","9:00 am-10:50 am","MW","Fredericksburg","TRIN","B6","Polack J",""
"86738","CPSC 445","01","Software Security","","","Y","","","3","2:00 pm-3:15 pm","MW","Fredericksburg","TRIN","B7","Marshall A",""
"87686","CPSC 470A2","01","Human-Computer Interaction","Y","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","TRIN","B6","Self J",""
"85563","DANC 121A","01","Beginning Ballet","","","","","","1","12:30 pm-1:45 pm","TR","Fredericksburg","GOOL","4","Morgan Rowley R",""
"87243","DANC 141","01","Beginning Jazz","","","","","","1","2:00 pm-3:15 pm","TR","Fredericksburg","GOOL","4","Morgan Rowley R",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87676","DANC 243","01","Dance Improvisation","","","","","","3","3:30 pm-4:15 pm","TR","Fredericksburg","GOOL","5","Morgan Rowley R",""
"86872","DATA 101","01","Introduction to Data Science","","","","HN","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","B7","Davies S",""
"86873","DATA 101","02","Introduction to Data Science","","","","HN","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","B7","Davies S",""
"87924","DATA 352","02","Analytics I: Predictive Models","","","Y","","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","WOOD","149","Garcia C","View"
"87925","DATA 352","03","Analytics I: Predictive Models","","","Y","","Y","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WOOD","202","Garcia C","View"
"87926","DATA 353","01","Analytics II: Optimization Mod","","","Y","","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","149","Fontem B","View"
"87928","DATA 353","03","Analytics II: Optimization Mod","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","211","Zhao X","View"
"87929","DATA 353","04","Analytics II: Optimization Mod","","","Y","","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","WOOD","211","Zhao X","View"
"87687","DATA 370EE","01","The Data Science Lifecycle","","","Y","","","3","6:00 pm-8:45 pm","W","Fredericksburg","TRIN","B7","Wolfe T",""
"87814","DGST 101","01","Intro to Digital Studies","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","HCC","327","Blevins S",""
"87815","DGST 101","02","Intro to Digital Studies","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","HCC","327","Blevins S",""
"87816","DGST 101","03","Intro to Digital Studies","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","HCC","328","Stommel J",""
"87817","DGST 101","04","Intro to Digital Studies","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","HCC","328","Stommel J",""
"87327","DGST 201","01","Tinkering, Hacking & Making","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","TRIN","107B","Meadows G",""
"87366","DGST 301A","01","Special Topic: Creative Coding","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","HCC","328","Whalen Z",""
"85749","DGST 395","01","Applied Digital Studies","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","HCC","327","Whalen Z",""
"86804","DGST 395","02","Applied Digital Studies","","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","HCC","327","Whalen Z",""
"87688","DSCI 352","02","Analytics I: Predictive Models","","","Y","","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","WOOD","149","Garcia C","View"
"87690","DSCI 352","03","Analytics I: Predictive Models","","","Y","","Y","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WOOD","202","Garcia C","View"
"85636","DSCI 353","01","Analytics II: Optimization Mod","","","Y","","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","149","Zhao X","View"
"86609","DSCI 353","03","Analytics II: Optimization Mod","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","211","Zhao X","View"
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87693","DSCI 353","04","Analytics II: Optimization Mod","","","Y","","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","WOOD","211","Zhao X","View"
"87694","DSCI 363","01","Operations Management","","","Y","","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","WOOD","211","Zhao X",""
"87695","DSCI 402","01","Analytics Applic Development","","","Y","","Y","4","1:00 pm-1:50 pm","MWF","Fredericksburg","WOOD","211","Garcia C",""
"86119","ECON 100","01","Economics of Social Issues","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","122","Schilling T",""
"80853","ECON 201B","01","Princp of Macroeconomics","","","","","","3","TBA","TBA","Fredericksburg","ON","LINE","Greenlaw S",""
"80862","ECON 201B","02","Princp of Macroeconomics","Y","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","202","Rycroft R",""
"80866","ECON 201B","03","Princp of Macroeconomics","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","MONR","122","Greenlaw S",""
"80868","ECON 201B","04","Princp of Macroeconomics","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","346","Lee D",""
"83928","ECON 201B","05","Princp of Macroeconomics","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","346","Dhar A",""
"84358","ECON 201B","06","Princp of Macroeconomics","","","","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","MONR","122","Dhar A",""
"87225","ECON 201B","07","Princp of Macroeconomics","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","MONR","122","Greenlaw S",""
"87636","ECON 201B","08","Princp of Macroeconomics","","","","","","3","6:00 pm-8:30 pm","W","Fredericksburg","MONR","122","Dempe B",""
"80877","ECON 202B","01","Princp of Microeconomics","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","MONR","346","Hansen B",""
"86637","ECON 202B","02","Princp of Microeconomics","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","MONR","346","Humphrey W",""
"87226","ECON 300","01","Intro Economic Analysis","","","Y","SI,WI","","3","11:00 am-11:50 am","MWF","Fredericksburg","CLAV","102","Hansen B",""
"81035","ECON 303","01","Microeconomics","","","Y","","","3","11:00 am-12:15 pm","TR","Fredericksburg","CLAV","102","Ray M",""
"86640","ECON 321","01","Money And Banking","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CLAV","102","Schilling T",""
"87634","ECON 341A","01","Public Finance","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MONR","122","Rycroft R",""
"81040","ECON 361A","01","Intro Econometrics","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","MONR","122","Dhar A",""
"86122","ECON 375","01","American Economic History","","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","MONR","122","Hansen B",""
"81042","ECON 382","01","International Economics","","","Y","","","3","9:00 am-9:50 am","MWF","Fredericksburg","MONR","122","Lee D",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"85517","ECON 490B","01","Exp Learning:Fed Challenge","","","Y","SI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CLAV","108","Schilling T",""
"87635","ECON 490D","01","Social Good Lab","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","HCC","327","Humphrey W",""
"85087","EDSE 303","01","Understanding Autism","","","Y","","Y","3","6:00 pm-8:45 pm","W","Fredericksburg","TRIN","207","Staff A",""
"87786","EDSE 390","01","Surv Spec Ed:Charctr Legl Issu","","","Y","","Y","3","8:00 am-9:15 am","MW","Fredericksburg","TRIN","210","Russell V",""
"87787","EDSE 390","02","Surv Spec Ed:Charctr Legl Issu","","","Y","","Y","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","204","Russell V",""
"80301","EDUC 203","01","Intro Learning & Teaching-Elem","Y","","","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","204","Wells M",""
"86157","EDUC 204","01","Intro Learn & Teach-Secondary","Y","","","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","204","Russell V",""
"82018","EDUC 303","01","Scientific Inquiry","","","Y","","Y","3","3:30 pm-4:45 pm","TR","Fredericksburg","TRIN","107B","Meadows G",""
"80304","EDUC 311","01","Lit & Arts in Elem Classroom","","","Y","","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","204","Wells M",""
"87420","EDUC 351A","01","Instructional Design/Assessmnt","","","Y","","Y","4","12:30 pm-1:45 pm","TR","Fredericksburg","HCC","329","Davis J",""
"80308","EDUC 371","01","Lang Dev & Lit. Inst: Primary","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","107B","Irish C",""
"80309","EDUC 373","01","Lang Dev & Lit Instruc: Interm","","","Y","SI","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","107B","Causarano A",""
"82369","EDUC 385","01","Managing the Secondary Classrm","","","Y","","Y","3","8:00 am-9:15 am","MW","Fredericksburg","TRIN","B36","Broome J",""
"82023","EDUC 386","01","Elementary Social Studies","","","Y","","Y","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","107B","Huffman J",""
"82024","EDUC 388","01","Managing Elementary Classroom","","","Y","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","B36","Walker J",""
"80312","EDUC 420D","01","Profess Teach Critical Issues","","","Y","SI,WI","Y","3","6:00 pm-8:45 pm","W","Fredericksburg","TRIN","204","Staff A",""
"87185","EDUC 420D","02","Profess Teach Critical Issues","","","Y","SI,WI","Y","3","6:00 pm-8:45 pm","R","Fredericksburg","TRIN","B36","Staff A",""
"87909","EDUC 420D","03","Profess Teach Critical Issues","","","Y","SI,WI","Y","3","6:00 pm-8:45 pm","R","Fredericksburg","TRIN","207","Staff A",""
"85173","EDUC 454","01","Teaching of Foreign Language","","","Y","WI","Y","3","6:00 pm-8:45 pm","M","Fredericksburg","TRIN","B36","Staff A","View"
"85142","EDUC 457","01","The Teaching of Music","","","Y","WI","Y","3","6:00 pm-8:45 pm","M","Fredericksburg","TRIN","207","Staff A","View"
"84574","EDUC 459","01","The Teaching of Visual Arts","","","Y","WI","Y","3","6:00 pm-8:45 pm","M","Fredericksburg","TRIN","107B","Staff A","View"
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80700","EESC 110","01","Intro to Environmental Science","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","JEPS","100","Szulczewski M",""
"81822","EESC 110","02","Intro to Environmental Science","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","JEPS","100","Kisila B",""
"85830","EESC 110","03","Intro to Environmental Science","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","JEPS","100","Frankel T",""
"86685","EESC 111","01","Our Dynamic Earth","","","","","","4","2:00 pm-3:50 pm11:00 am-11:50 am","MMWF","Fredericksburg","JEPSJEPS","228100","Morealli S",""
"86686","EESC 111","02","Our Dynamic Earth","","","","","","4","11:30 am-1:20 pm11:00 am-11:50 am","TMWF","Fredericksburg","JEPSJEPS","228100","Morealli S",""
"86687","EESC 111","03","Our Dynamic Earth","","","","","","4","11:00 am-11:50 am9:00 am-10:50 am","MWFW","Fredericksburg","JEPSJEPS","100228","Morealli S",""
"86688","EESC 111","04","Our Dynamic Earth","","","","","","4","2:00 pm-2:50 pm9:30 am-11:20 am","MWFT","Fredericksburg","JEPSJEPS","355228","Hayob J",""
"86689","EESC 111","05","Our Dynamic Earth","","","","","","4","2:00 pm-3:50 pm11:00 am-12:15 pm","TTR","Fredericksburg","JEPSJEPS","228225","Staff A",""
"86690","EESC 111","06","Our Dynamic Earth","","","","","","4","2:00 pm-3:50 pm11:00 am-12:15 pm","RTR","Fredericksburg","JEPSJEPS","228225","Staff A",""
"87628","EESC 205","01","GIS Appl EESC & GEOL w/lab","","","","","","4","1:00 pm-2:50 pm12:30 pm-1:45 pm","WTR","Fredericksburg","JEPSJEPS","358358","Woodwell G",""
"86699","EESC 230","01","Global Environmental Problems","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","JEPS","451","Tippett J",""
"87629","EESC 230","02","Global Environmental Problems","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","JEPS","451","Tippett J",""
"86126","EESC 240","01","Field Methods in EESC & GEOL","","","Y","","","4","2:00 pm-3:15 pm1:00 pm-3:50 pm","TRM","Fredericksburg","JEPSJEPS","227227","Whipkey C",""
"86128","EESC 240","02","Field Methods in EESC & GEOL","","","Y","","","4","2:00 pm-3:15 pm1:00 pm-3:50 pm","TRF","Fredericksburg","JEPSJEPS","227227","Whipkey C",""
"86693","EESC 301","01","Mineralogy","","","Y","","","4","10:00 am-11:50 am","MWF","Fredericksburg","JEPS","355","Hayob J",""
"87631","EESC 313","01","Fluvial Geomorphology w/lab","","","Y","WI","","4","2:00 pm-4:45 pm9:30 am-10:45 am","TTR","Fredericksburg","JEPSJEPS","358355","Kisila B",""
"87630","EESC 330","01","Environ Regulations Compliance","Y","","Y","SI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","JEPS","355","Szulczewski M",""
"87371","EESC 421V","01","Sources,Fates,Effects of Toxic","","","Y","SI","","4","1:00 pm-2:50 pm11:00 am-12:15 pm","FTR","Fredericksburg","JEPSJEPS","349355","Frankel T",""
"87917","EESC 491","01","Special Problems","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Frankel T",""
"80183","ENGL 200","01","News Journalism","","","","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","114","Subramanian S",""
"87818","ENGL 200","02","News Journalism","","","","WI","","3","6:00 pm-8:45 pm","M","Fredericksburg","CMBS","112","Burnell Evans K",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86805","ENGL 202B","01","Writing About The Self","","","","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","111","Eslinger Brown V",""
"86965","ENGL 202B","02","Writing About The Self","","","","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","111","Eslinger Brown V",""
"87821","ENGL 202F1","01","Writing About Technology","","","","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","003","Warner D",""
"87822","ENGL 202F1","02","Writing About Technology","","","","WI","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","004","Warner D",""
"87328","ENGL 202G","01","Writing about Liberty","","","","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","114","LaBreche B",""
"87329","ENGL 202G","02","Writing about Liberty","","","","WI","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","114","LaBreche B",""
"87819","ENGL 202L","01","Writing About Sports","","","","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","322","Levin J",""
"87820","ENGL 202L","02","Writing About Sports","","","","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","322","Levin J",""
"87330","ENGL 202X","01","Writing About Music","","","","WI","","3","TBA","TBA","Fredericksburg","ON","LINE","Hale G",""
"87740","ENGL 206A","01","Global Issues in Literature","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","111","Tweedy C",""
"87459","ENGL 206A","02","Global Issues in Literature","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","111","Tweedy C",""
"86812","ENGL 245","01","Introduction to Cinema Studies","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","139","Barrenechea A",""
"87823","ENGL 251GG","01","Queer Literature","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","004","Haffey M",""
"87824","ENGL 251GG","02","Queer Literature","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","CMBS","004","Haffey M",""
"87825","ENGL 251S","01","Vict. Detective & Sens. Novel","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","237","Lorentzen E",""
"80207","ENGL 295","01","Meth of Adv Literary Studies","","","","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","112","Scanlon M",""
"80208","ENGL 295","02","Meth of Adv Literary Studies","","","","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","112","Scanlon M",""
"80209","ENGL 295","03","Meth of Adv Literary Studies","","","","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","002","Mathur M",""
"80210","ENGL 295","04","Meth of Adv Literary Studies","","","","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","002","Mathur M",""
"85027","ENGL 301","01","Magazine Journalism","","","Y","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","002","Subramanian S",""
"80213","ENGL 302A","01","Intro to Creative Writing","","","Y","WI","","3","11:00 am-11:50 am","MWF","Fredericksburg","WMST","28","Rochelle W",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87319","ENGL 302A","02","Intro to Creative Writing","","","Y","WI","","3","9:00 am-9:50 am","MWF","Fredericksburg","WMST","28","Staff A",""
"80215","ENGL 302A","03","Intro to Creative Writing","","","Y","WI","","3","10:00 am-10:50 am","MWF","Fredericksburg","WMST","28","Staff A",""
"82448","ENGL 305A","01","Creative Writing: Fiction","","","Y","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","WMST","28","Staff A",""
"87826","ENGL 305A","02","Creative Writing: Fiction","","","Y","WI","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WMST","28","Staff A",""
"87827","ENGL 307","01","Writing Studies","","","","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","322","Blevins S",""
"86818","ENGL 308","01","Writing Studies and Healing","Y","","","WI","","3","TBA","TBA","Fredericksburg","ON","LINE","Blevins S",""
"87828","ENGL 309","01","Chaucer & His Age","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","111","Kennedy T",""
"81278","ENGL 312","01","Creative Writing:Nonfiction","","","Y","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","322","Rafferty C",""
"87829","ENGL 313H","01","Flash Forms","Y","","Y","WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","WMST","28","Bylenok L",""
"82950","ENGL 314","1","Literary Journal","Y","","Y","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","WMST","28","Bylenok L",""
"87830","ENGL 320","01","Shakespeare:Later Plays","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","002","Mathur M",""
"87341","ENGL 325A","01","Restoration & Early 18 C Lit","","","","SI","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","004","McAllister M",""
"87831","ENGL 335B","01","British Romantic Literature","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","322","Lorentzen E",""
"87832","ENGL 336","01","British Victorian Literature","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","111","Lorentzen E",""
"87833","ENGL 340","01","Modern British Fiction","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","322","Haffey M",""
"87834","ENGL 340","02","Modern British Fiction","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","322","Haffey M",""
"87346","ENGL 352","01","African American Lit pre-1900","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","322","Tweedy C",""
"87835","ENGL 353","01","Asian-American Literature","","","","HN","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","004","Scanlon M",""
"87836","ENGL 358","01","Modern American Fiction","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","139","Levin J",""
"80235","ENGL 380","01","Practicum Journalism","","","","","","1","3:00 pm-3:50 pm","M","Fredericksburg","CMBS","139","Subramanian S",""
"87837","ENGL 386","01","The Graphic Novel","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","CMBS","112","Whalen Z",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87838","ENGL 390D","01","Poetry of Desire","","","","SI","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","114","LaBreche B",""
"87839","ENGL 393D","01","South Asian Lit and Cinema","","","","WI","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","CMBS","003","Dasgupta S",""
"87840","ENGL 393D","02","South Asian Lit and Cinema","","","","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","003","Dasgupta S",""
"83517","ENGL 399","01","Community Service Learning","","","Y","","","1","3:30 pm-4:45 pm","T","Fredericksburg","CMBS","001","Goldman A",""
"87841","ENGL 457AA","01","Zora Neale Hurston/Eudora Welt","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","322","Richards G",""
"84544","ENGL 470B","01","Sem:Creative Writing Fiction","","","Y","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","WMST","28","Rochelle W",""
"87842","ENGL 470B","02","Sem:Creative Writing Fiction","","","Y","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","WMST","28","Rochelle W",""
"87843","ENGL 478","01","Sem: Oscar Wilde","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","348","Foss C",""
"80239","ENGL 480","01","Peer Tutor Writing","Y","","","WI","","1","TBA","TBA","Fredericksburg","HCC","TBA","Hale G",""
"85642","FINC 301","01","Principles of Finance","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","249","Marsh J",""
"85643","FINC 301","03","Principles of Finance","","","Y","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","WOOD","202","Graefe-Anderson R",""
"87898","FINC 430","01","Financial Modeling","","","Y","","Y","3","12:30 pm-1:45 pm","TR","Fredericksburg","WOOD","211","Graefe-Anderson R",""
"86857","FINC 471A","01","ST: Student Managed Inv Fnd I","Y","","Y","","Y","3","2:00 pm-3:15 pm","TR","Fredericksburg","WOOD","149","Graefe-Anderson R",""
"80407","FREN 101","01","Beginning French I","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","215","Wellington M",""
"80408","FREN 101","02","Beginning French I","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","112","Powers S",""
"80409","FREN 101","03","Beginning French I","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","213","Powers S",""
"80410","FREN 102","01","Beginning French II","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","215","Wellington M",""
